category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
J45,Asthma,J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
J47,Bronchiectasis,J40-J47,Chronic lower respiratory diseases (J40-J47),10,Diseases of the respiratory system (J00-J99)
J60,Coalworker's pneumoconiosis,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J61,Pneumoconiosis due to asbestos and other mineral fibers,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J62,Pneumoconiosis due to dust containing silica,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J63,Pneumoconiosis due to other inorganic dusts,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J64,Unspecified pneumoconiosis,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J65,Pneumoconiosis associated with tuberculosis,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J66,Airway disease due to specific organic dust,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J67,Hypersensitivity pneumonitis due to organic dust,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapors",J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J69,Pneumonitis due to solids and liquids,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J70,Respiratory conditions due to other external agents,J60-J70,Lung diseases due to external agents (J60-J70),10,Diseases of the respiratory system (J00-J99)
J80,Acute respiratory distress syndrome,J80-J84,Other respiratory diseases principally affecting the interstitium (J80-J84),10,Diseases of the respiratory system (J00-J99)
J81,Pulmonary edema,J80-J84,Other respiratory diseases principally affecting the interstitium (J80-J84),10,Diseases of the respiratory system (J00-J99)
J82,"Pulmonary eosinophilia, not elsewhere classified",J80-J84,Other respiratory diseases principally affecting the interstitium (J80-J84),10,Diseases of the respiratory system (J00-J99)
J84,Other interstitial pulmonary diseases,J80-J84,Other respiratory diseases principally affecting the interstitium (J80-J84),10,Diseases of the respiratory system (J00-J99)
J85,Abscess of lung and mediastinum,J85-J86,Suppurative and necrotic conditions of the lower respiratory tract (J85-J86),10,Diseases of the respiratory system (J00-J99)
J86,Pyothorax,J85-J86,Suppurative and necrotic conditions of the lower respiratory tract (J85-J86),10,Diseases of the respiratory system (J00-J99)
J90,"Pleural effusion, not elsewhere classified",J90-J94,Other diseases of the pleura (J90-J94),10,Diseases of the respiratory system (J00-J99)
J91,Pleural effusion in conditions classified elsewhere,J90-J94,Other diseases of the pleura (J90-J94),10,Diseases of the respiratory system (J00-J99)
J92,Pleural plaque,J90-J94,Other diseases of the pleura (J90-J94),10,Diseases of the respiratory system (J00-J99)
J93,Pneumothorax and air leak,J90-J94,Other diseases of the pleura (J90-J94),10,Diseases of the respiratory system (J00-J99)
J94,Other pleural conditions,J90-J94,Other diseases of the pleura (J90-J94),10,Diseases of the respiratory system (J00-J99)
J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",10,Diseases of the respiratory system (J00-J99)
J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",J95,"Intraoperative and postprocedural complications and disorders of respiratory system, not elsewhere classified",10,Diseases of the respiratory system (J00-J99)
J96,"Respiratory failure, not elsewhere classified",J96-J99,Other diseases of the respiratory system (J96-J99),10,Diseases of the respiratory system (J00-J99)
J98,Other respiratory disorders,J96-J99,Other diseases of the respiratory system (J96-J99),10,Diseases of the respiratory system (J00-J99)
J99,Respiratory disorders in diseases classified elsewhere,J96-J99,Other diseases of the respiratory system (J96-J99),10,Diseases of the respiratory system (J00-J99)
K00,Disorders of tooth development and eruption,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K01,Embedded and impacted teeth,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K02,Dental caries,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K03,Other diseases of hard tissues of teeth,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K04,Diseases of pulp and periapical tissues,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K05,Gingivitis and periodontal diseases,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K06,Other disorders of gingiva and edentulous alveolar ridge,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K08,Other disorders of teeth and supporting structures,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K09,"Cysts of oral region, not elsewhere classified",K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K11,Diseases of salivary glands,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K12,Stomatitis and related lesions,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K13,Other diseases of lip and oral mucosa,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K14,Diseases of tongue,K00-K14,Diseases of oral cavity and salivary glands (K00-K14),11,Diseases of the digestive system (K00-K95)
K20,Esophagitis,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K21,Gastro-esophageal reflux disease,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K22,Other diseases of esophagus,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K23,Disorders of esophagus in diseases classified elsewhere,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K25,Gastric ulcer,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K26,Duodenal ulcer,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K27,"Peptic ulcer, site unspecified",K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K28,Gastrojejunal ulcer,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K29,Gastritis and duodenitis,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K30,Functional dyspepsia,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K31,Other diseases of stomach and duodenum,K20-K31,"Diseases of esophagus, stomach and duodenum (K20-K31)",11,Diseases of the digestive system (K00-K95)
K35,Acute appendicitis,K35-K38,Diseases of appendix (K35-K38),11,Diseases of the digestive system (K00-K95)
K36,Other appendicitis,K35-K38,Diseases of appendix (K35-K38),11,Diseases of the digestive system (K00-K95)
K37,Unspecified appendicitis,K35-K38,Diseases of appendix (K35-K38),11,Diseases of the digestive system (K00-K95)
K38,Other diseases of appendix,K35-K38,Diseases of appendix (K35-K38),11,Diseases of the digestive system (K00-K95)
K40,Inguinal hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K41,Femoral hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K42,Umbilical hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K43,Ventral hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K44,Diaphragmatic hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K45,Other abdominal hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K46,Unspecified abdominal hernia,K40-K46,Hernia (K40-K46),11,Diseases of the digestive system (K00-K95)
K50,Crohn's disease [regional enteritis],K50-K52,Noninfective enteritis and colitis (K50-K52),11,Diseases of the digestive system (K00-K95)
K51,Ulcerative colitis,K50-K52,Noninfective enteritis and colitis (K50-K52),11,Diseases of the digestive system (K00-K95)
K52,Other and unspecified noninfective gastroenteritis and colitis,K50-K52,Noninfective enteritis and colitis (K50-K52),11,Diseases of the digestive system (K00-K95)
K55,Vascular disorders of intestine,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K56,Paralytic ileus and intestinal obstruction without hernia,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K57,Diverticular disease of intestine,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K58,Irritable bowel syndrome,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K59,Other functional intestinal disorders,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K60,Fissure and fistula of anal and rectal regions,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K61,Abscess of anal and rectal regions,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K62,Other diseases of anus and rectum,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K63,Other diseases of intestine,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K64,Hemorrhoids and perianal venous thrombosis,K55-K64,Other diseases of intestines (K55-K64),11,Diseases of the digestive system (K00-K95)
K65,Peritonitis,K65-K68,Diseases of peritoneum and retroperitoneum (K65-K68),11,Diseases of the digestive system (K00-K95)
K66,Other disorders of peritoneum,K65-K68,Diseases of peritoneum and retroperitoneum (K65-K68),11,Diseases of the digestive system (K00-K95)
K67,Disorders of peritoneum in infectious diseases classified elsewhere,K65-K68,Diseases of peritoneum and retroperitoneum (K65-K68),11,Diseases of the digestive system (K00-K95)
K68,Disorders of retroperitoneum,K65-K68,Diseases of peritoneum and retroperitoneum (K65-K68),11,Diseases of the digestive system (K00-K95)
K70,Alcoholic liver disease,K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K71,Toxic liver disease,K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K72,"Hepatic failure, not elsewhere classified",K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K73,"Chronic hepatitis, not elsewhere classified",K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K74,Fibrosis and cirrhosis of liver,K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K75,Other inflammatory liver diseases,K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K76,Other diseases of liver,K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K77,Liver disorders in diseases classified elsewhere,K70-K77,Diseases of liver (K70-K77),11,Diseases of the digestive system (K00-K95)
K80,Cholelithiasis,K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K81,Cholecystitis,K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K82,Other diseases of gallbladder,K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K83,Other diseases of biliary tract,K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K85,Acute pancreatitis,K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K86,Other diseases of pancreas,K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K87,"Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere",K80-K87,"Disorders of gallbladder, biliary tract and pancreas (K80-K87)",11,Diseases of the digestive system (K00-K95)
K90,Intestinal malabsorption,K90-K95,Other diseases of the digestive system (K90-K95),11,Diseases of the digestive system (K00-K95)
K91,"Intraoperative and postprocedural complications and disorders of digestive system, not elsewhere classified",K90-K95,Other diseases of the digestive system (K90-K95),11,Diseases of the digestive system (K00-K95)
K92,Other diseases of digestive system,K90-K95,Other diseases of the digestive system (K90-K95),11,Diseases of the digestive system (K00-K95)
K94,Complications of artificial openings of the digestive system,K90-K95,Other diseases of the digestive system (K90-K95),11,Diseases of the digestive system (K00-K95)
K95,Complications of bariatric procedures,K90-K95,Other diseases of the digestive system (K90-K95),11,Diseases of the digestive system (K00-K95)
L00,Staphylococcal scalded skin syndrome,L00-L08,Infections of the skin and subcutaneous tissue (L00-L08),12,Diseases of the skin and subcutaneous tissue (L00-L99)
L01,Impetigo,L00-L08,Infections of the skin and subcutaneous tissue (L00-L08),12,Diseases of the skin and subcutaneous tissue (L00-L99)
L02,"Cutaneous abscess, furuncle and carbuncle",L00-L08,Infections of the skin and subcutaneous tissue (L00-L08),12,Diseases of the skin and subcutaneous tissue (L00-L99)
