category_codes,category_codes_des,block_codes,block_codes_des,chapter_codes,chapter_codes_des
655,Known or suspected fetal abnormality affecting management of mother,650-659,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
656,Other known or suspected fetal and placental problems affecting management of mother,650-659,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
657,Polyhydramnios,650-659,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
658,Other problems associated with amniotic cavity and membranes,650-659,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
659,Other indications for care or intervention related to labor and delivery not elsewhere classified,650-659,"Normal Delivery, And Other Indications For Care In Pregnancy, Labor, And Delivery",630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
660,Obstructed labor,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
661,Abnormality of forces of labor,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
662,Long labor,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
663,Umbilical cord complications during labor and delivery,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
664,Trauma to perineum and vulva during delivery,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
665,Other obstetrical trauma,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
666,Postpartum hemorrhage,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
667,Retained placenta or membranes without hemorrhage,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
668,Complications of the administration of anesthetic or other sedation in labor and delivery,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
669,Other complications of labor and delivery not elsewhere classified,660-669,Complications Occurring Mainly In The Course Of Labor And Delivery,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
670,Major puerperal infection,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
671,Venous complications in pregnancy and the puerperium,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
672,Pyrexia of unknown origin during the puerperium,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
673,Obstetrical pulmonary embolism,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
674,Other and unspecified complications of the puerperium not elsewhere classified,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
675,Infections of the breast and nipple associated with childbirth,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
676,Other disorders of the breast associated with childbirth and disorders of lactation,670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
677,"Late effect of complication of pregnancy, childbirth, and the puerperium",670-677,Complications Of The Puerperium,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
678,Other fetal conditions,678-679,Other Maternal And Fetal Complications,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
679,Complications of in utero procedures,678-679,Other Maternal And Fetal Complications,630-679,"Complications Of Pregnancy, Childbirth, And The Puerperium"
680,Carbuncle and furuncle,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
681,Cellulitis and abscess of finger and toe,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
682,Other cellulitis and abscess,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
683,Acute lymphadenitis,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
684,Impetigo,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
685,Pilonidal cyst,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
686,Other local infections of skin and subcutaneous tissue,680-686,Infections Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
690,Erythematosquamous dermatosis,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
691,Atopic dermatitis and related conditions,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
692,Contact dermatitis and other eczema,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
693,Dermatitis due to substances taken internally,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
694,Bullous dermatoses,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
695,Erythematous conditions,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
696,Psoriasis and similar disorders,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
697,Lichen,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
698,Pruritus and related conditions,690-698,Other Inflammatory Conditions Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
700,Corns and callosities,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
701,Other hypertrophic and atrophic conditions of skin,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
702,Other dermatoses,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
703,Diseases of nail,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
704,Diseases of hair and hair follicles,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
705,Disorders of sweat glands,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
706,Diseases of sebaceous glands,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
707,Chronic ulcer of skin,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
708,Urticaria,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
709,Other disorders of skin and subcutaneous tissue,700-709,Other Diseases Of Skin And Subcutaneous Tissue,680-709,Diseases Of The Skin And Subcutaneous Tissue
710,Diffuse diseases of connective tissue,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
711,Arthropathy associated with infections,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
712,Crystal arthropathies,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
713,Arthropathy associated with other disorders classified elsewhere,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
714,Rheumatoid arthritis and other inflammatory polyarthropathies,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
715,Osteoarthrosis and allied disorders,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
716,Other and unspecified arthropathies,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
717,Internal derangement of knee,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
718,Other derangement of joint,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
719,Other and unspecified disorders of joint,710-719,Arthropathies And Related Disorders,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
720,Ankylosing spondylitis and other inflammatory spondylopathies,720-724,Dorsopathies,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
721,Spondylosis and allied disorders,720-724,Dorsopathies,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
722,Intervertebral disc disorders,720-724,Dorsopathies,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
723,Other disorders of cervical region,720-724,Dorsopathies,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
724,Other and unspecified disorders of back,720-724,Dorsopathies,710-739,Diseases Of The Musculoskeletal System And Connective Tissue
725,Polymyalgia rheumatica,725-729,"Rheumatism, Excluding The Back",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
726,Peripheral enthesopathies and allied syndromes,725-729,"Rheumatism, Excluding The Back",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
727,Other disorders of synovium tendon and bursa,725-729,"Rheumatism, Excluding The Back",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
728,Disorders of muscle ligament and fascia,725-729,"Rheumatism, Excluding The Back",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
729,Other disorders of soft tissues,725-729,"Rheumatism, Excluding The Back",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
730,Osteomyelitis periostitis and other infections involving bone,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
732,Osteochondropathies,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
733,Other disorders of bone and cartilage,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
734,Flat foot,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
735,Acquired deformities of toe,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
736,Other acquired deformities of limbs,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
737,Curvature of spine,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
738,Other acquired musculoskeletal deformity,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
739,Nonallopathic lesions not elsewhere classified,730-739,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",710-739,Diseases Of The Musculoskeletal System And Connective Tissue
